L -542.4000, -496.5000, 5.7000,  -542.4000, -403.3000, 5.7000,  150, 150, 150
L -542.4000, -403.3000, 5.7000,  -475.3000, -366.5000, 6.7000,  150, 150, 150
L -475.3000, -366.5000, 6.7000,  -469.9000, -321.4000, 6.7000,  150, 150, 150
L -469.9000, -321.4000, 6.7000,  -451.3000, -287.2000, 6.7000,  150, 150, 150
L -451.3000, -287.2000, 6.7000,  -427.7000, -264.2000, 6.7000,  150, 150, 150
L -427.7000, -264.2000, 6.7000,  -397.6000, -251.3000, 6.7000,  150, 150, 150
L -397.6000, -251.3000, 6.7000,  -331.4000, -251.2000, 6.7000,  150, 150, 150
L -331.4000, -251.2000, 6.7000,  -297.0000, -265.5000, 6.7000,  150, 150, 150
L -143.1000, -312.4000, -1.8000,  -143.1000, -307.2000, -1.8000,  150, 150, 150
L -74.9000, -243.3000, -72.9000,  128.6000, -242.9000, -128.0000,  150, 150, 150
L 128.6000, -242.9000, -128.0000,  128.4000, -656.7000, -127.7000,  150, 150, 150
L -74.9000, -656.8000, -72.9000,  128.4000, -656.7000, -127.5000,  150, 150, 150
L -74.9000, -656.8000, -72.9000,  -74.9000, -243.3000, -72.9000,  0, 0, 0
L -74.9000, -593.0000, -1.8000,  -75.4000, -593.0000, -1.8000,  150, 150, 150
L -143.1000, -587.6000, -1.8000,  -143.1000, -592.9000, -1.8000,  150, 150, 150
L -143.1000, -587.6000, -1.8000,  -260.8000, -587.6000, -2.2000,  150, 150, 150
L -260.8000, -587.6000, -2.2000,  -272.4000, -608.7000, -2.8000,  150, 150, 150
L -272.4000, -608.7000, -2.8000,  -297.0000, -634.1000, 6.7000,  150, 150, 150
L -143.1000, -578.0000, -1.8000,  -266.0000, -578.0000, -0.8000,  150, 150, 150
L -260.2000, -493.7000, -0.8000,  -175.8000, -493.7000, -1.8000,  0, 0, 0
L -175.8000, -493.7000, -1.8000,  -156.7000, -490.3000, -1.8000,  0, 0, 0
L -156.7000, -490.3000, -1.8000,  -140.6000, -480.8000, -1.8000,  0, 0, 0
L -140.6000, -480.8000, -1.8000,  -130.0000, -466.7000, -1.8000,  0, 0, 0
L -140.9000, -419.1000, -1.8000,  -156.9000, -409.6000, -1.8000,  0, 0, 0
L -156.9000, -409.6000, -1.8000,  -175.8000, -406.3000, -1.8000,  0, 0, 0
L -175.8000, -406.3000, -1.8000,  -260.2000, -406.3000, -0.8000,  0, 0, 0
L -264.8000, -322.3000, -0.8000,  -143.1000, -322.3000, -1.8000,  150, 150, 150
L -143.1000, -307.2000, -1.8000,  -75.9000, -307.1000, -1.8000,  150, 150, 150
L -261.4000, -312.4000, -2.2000,  -260.7000, -312.4000, -2.2000,  0, 0, 0
L -260.7000, -312.4000, -2.2000,  -143.1000, -312.4000, -1.8000,  150, 150, 150
L -260.7000, -312.4000, -2.2000,  -274.3000, -287.9000, -3.1000,  150, 150, 150
L -274.3000, -287.9000, -3.4000,  -297.0000, -265.5000, 6.7000,  150, 150, 150
L -177.3000, -436.7000, -1.9000,  -185.8000, -434.4000, -1.9000,  0, 0, 0
L -185.8000, -434.4000, -1.9000,  -196.0000, -434.4000, -1.9000,  0, 0, 0
L -196.0000, -434.4000, -1.9000,  -200.9000, -436.5000, -1.9000,  0, 0, 0
L -200.9000, -436.5000, -1.9000,  -200.9000, -463.6000, -1.9000,  0, 0, 0
L -200.9000, -463.6000, -1.9000,  -196.2000, -465.6000, -1.9000,  0, 0, 0
L -185.8000, -465.6000, -1.9000,  -196.2000, -465.6000, -1.9000,  0, 0, 0
L -185.8000, -465.6000, -1.9000,  -176.9000, -463.3000, -1.9000,  0, 0, 0
L -273.7000, -436.7000, 349.4000,  -279.3000, -434.3000, 349.5000,  0, 128, 128
L -454.2000, -494.7000, 349.5000,  -441.2000, -514.3000, 349.5000,  0, 128, 128
L -441.2000, -514.3000, 349.5000,  -422.4000, -528.7000, 349.5000,  0, 128, 128
L -422.4000, -528.7000, 349.5000,  -400.6000, -537.8000, 349.7000,  0, 128, 128
L -331.6000, -528.7000, 349.5000,  -312.8000, -514.3000, 349.5000,  0, 128, 128
L -312.8000, -514.3000, 349.5000,  -298.4000, -495.5000, 349.5000,  0, 128, 128
L -358.8000, -517.4000, 349.5000,  -376.9000, -519.8000, 349.5000,  0, 128, 128
L -376.9000, -519.8000, 349.5000,  -394.9000, -517.4000, 349.5000,  0, 128, 128
L -394.9000, -517.4000, 349.5000,  -411.7000, -510.4000, 349.5000,  0, 128, 128
L -411.7000, -510.4000, 349.5000,  -416.4000, -507.4000, 349.5000,  0, 128, 128
L -416.4000, -507.4000, 349.5000,  -414.8000, -505.6000, 349.5000,  0, 128, 128
L -419.4000, -499.7000, 349.5000,  -420.6000, -501.3000, 349.5000,  0, 128, 128
L -421.8000, -502.9000, 349.5000,  -426.3000, -499.4000, 349.5000,  0, 128, 128
L -426.3000, -499.4000, 349.5000,  -437.3000, -484.9000, 349.5000,  0, 128, 128
L -342.0000, -389.6000, 231.5000,  -358.8000, -382.6000, 231.5000,  0, 127, 0
L -370.8000, -385.0000, 231.5000,  -370.5000, -383.3000, 231.5000,  0, 127, 0
L -370.3000, -381.8000, 231.5000,  -376.9000, -380.2000, 231.5000,  0, 127, 0
L -431.9000, -406.9000, 231.5000,  -431.3000, -407.4000, 231.5000,  0, 127, 0
L -360.2000, -386.3000, 231.5000,  -360.3000, -386.3000, 231.5000,  0, 127, 0
L -370.8000, -385.0000, 231.5000,  -376.8000, -384.6000, 231.5000,  0, 127, 0
L -446.6000, -450.0000, 231.5000,  -444.2000, -468.6000, 231.5000,  0, 127, 0
L -394.9000, -517.4000, 231.5000,  -376.9000, -519.8000, 231.5000,  0, 127, 0
L -376.9000, -519.8000, 231.5000,  -358.8000, -517.4000, 231.5000,  0, 127, 0
L -358.8000, -517.4000, 231.5000,  -342.0000, -510.4000, 231.5000,  0, 127, 0
L -289.3000, -473.4000, 231.5000,  -286.2000, -449.9000, 231.5000,  0, 127, 0
L -286.2000, -449.9000, 231.5000,  -289.3000, -426.4000, 231.5000,  0, 127, 0
L -289.3000, -426.4000, 231.5000,  -292.9000, -418.9000, 231.5000,  0, 127, 0
L -304.1000, -398.9000, 231.5000,  -307.4000, -392.2000, 231.5000,  0, 127, 0
L -307.4000, -392.2000, 231.5000,  -312.8000, -385.7000, 231.5000,  0, 127, 0
L -353.5000, -362.2000, 231.5000,  -377.0000, -359.8000, 231.5000,  0, 127, 0
L -441.2000, -385.7000, 231.5000,  -446.6000, -392.2000, 231.5000,  0, 127, 0
L -462.0000, -419.5000, 231.5000,  -464.7000, -426.4000, 231.5000,  0, 127, 0
L -464.7000, -426.4000, 231.5000,  -467.8000, -449.9000, 231.5000,  0, 127, 0
L -467.8000, -449.9000, 231.5000,  -464.2000, -477.1000, 231.5000,  0, 127, 0
L -446.3000, -508.0000, 231.7000,  -441.2000, -514.7000, 231.5000,  0, 127, 0
L -394.5000, -513.4000, 231.5000,  -377.1000, -515.7000, 231.5000,  0, 127, 0
L -377.1000, -515.7000, 231.5000,  -360.3000, -513.7000, 231.5000,  0, 127, 0
L -376.9000, -490.5000, 231.5000,  -387.2000, -488.7000, 231.5000,  0, 127, 0
L -387.2000, -488.7000, 231.5000,  -396.9000, -484.6000, 231.5000,  0, 127, 0
L -360.3000, -386.3000, 231.5000,  -363.5000, -385.7000, 231.5000,  0, 127, 0
L -360.3000, -386.3000, 231.5000,  -359.8000, -386.4000, 231.5000,  0, 127, 0
L -359.8000, -386.4000, 231.5000,  -343.9000, -392.9000, 231.5000,  0, 127, 0
L -349.8000, -420.3000, 231.5000,  -356.7000, -415.4000, 231.5000,  0, 127, 0
L -376.9000, -410.7000, 231.5000,  -387.1000, -411.4000, 231.5000,  0, 127, 0
L -284.3000, -414.4000, 231.5000,  -281.0000, -409.9000, 230.5000,  0, 127, 0
L -281.0000, -409.9000, 230.5000,  -263.4000, -378.6000, 230.5000,  0, 127, 0
L -304.3000, -389.8000, 231.5000,  -299.6000, -387.1000, 231.6000,  0, 127, 0
L -299.6000, -387.1000, 231.6000,  -294.4000, -386.6000, 230.9000,  0, 127, 0
L -294.4000, -386.6000, 230.9000,  -276.8000, -356.0000, 230.5000,  0, 127, 0
L -276.8000, -356.0000, 230.5000,  -244.8000, -346.7000, 230.3000,  0, 127, 0
L -244.8000, -346.7000, 230.3000,  -217.6000, -346.9000, 222.7000,  0, 127, 0
L -217.6000, -346.9000, 222.7000,  -198.2000, -341.2000, 214.9000,  0, 127, 0
L -198.2000, -341.2000, 214.9000,  -176.1000, -328.7000, 212.5000,  0, 127, 0
L -176.1000, -328.7000, 212.5000,  -159.5000, -316.4000, 217.1000,  0, 127, 0
L -159.5000, -316.4000, 217.1000,  -145.2000, -301.8000, 224.5000,  0, 127, 0
L -145.2000, -301.8000, 224.5000,  -134.6000, -284.1000, 231.8000,  0, 127, 0
L -134.6000, -284.1000, 231.8000,  -129.0000, -268.0000, 239.8000,  0, 127, 0
L -129.0000, -268.0000, 239.8000,  -112.9000, -211.5000, 236.7000,  0, 127, 0
L -112.9000, -211.5000, 236.7000,  -101.1000, -187.8000, 230.7000,  0, 127, 0
L -263.4000, -378.6000, 230.3000,  -245.1000, -373.3000, 230.3000,  0, 127, 0
L -245.1000, -373.3000, 230.3000,  -221.1000, -373.2000, 222.8000,  0, 127, 0
L -221.1000, -373.2000, 222.8000,  -197.4000, -367.6000, 215.2000,  0, 127, 0
L -197.4000, -367.6000, 215.2000,  -172.4000, -354.9000, 212.5000,  0, 127, 0
L -172.4000, -354.9000, 212.5000,  -149.6000, -340.5000, 217.0000,  0, 127, 0
L -149.6000, -340.5000, 217.0000,  -130.7000, -323.3000, 224.3000,  0, 127, 0
L -130.7000, -323.3000, 224.3000,  -112.6000, -299.8000, 231.8000,  0, 127, 0
L -112.6000, -299.8000, 231.8000,  -102.7000, -272.2000, 240.9000,  0, 127, 0
