L 1112.3, -688.0, 400.9, 1148.8, -679.0, 400.9, 0, 0, 0
L 1148.8, -679.0, 400.9, 1159.8, -722.7, 400.9, 0, 0, 0
L 1159.8, -722.7, 400.9, 1120.6, -729.1, 400.9, 0, 0, 0
L 1120.6, -729.1, 400.9, 1112.3, -688.0, 400.9, 0, 0, 0
L 1078.2, -428.5, 400.9, 1041.4, -443.6, 400.9, 0, 0, 0
L 1041.4, -443.6, 400.9, 1024.2, -405.3, 400.9, 0, 0, 0
L 1024.2, -405.3, 400.9, 1057.6, -388.6, 403.2, 0, 0, 0
L 1057.6, -388.6, 403.2, 1078.2, -428.5, 400.9, 0, 0, 0
L 892.2, -186.7, 400.9, 924.0, -163.0, 403.2, 0, 0, 0
L 924.0, -163.0, 403.2, 894.2, -128.8, 400.9, 0, 0, 0
L 894.2, -128.8, 400.9, 866.2, -153.8, 400.9, 0, 0, 0
L 866.2, -153.8, 400.9, 892.2, -186.7, 400.9, 0, 0, 0
L 707.9, 52.2, 400.9, 682.2, 21.8, 400.9, 0, 0, 0
L 682.2, 21.8, 400.9, 649.3, 47.8, 400.9, 0, 0, 0
L 649.3, 47.8, 400.9, 671.2, 78.3, 400.9, 0, 0, 0
L 671.2, 78.3, 400.9, 707.9, 52.2, 400.9, 0, 0, 0
L -708.7, 21.4, 400.9, -733.8, 52.2, 400.9, 0, 0, 0
L -733.8, 52.2, 400.9, -766.2, 20.9, 400.9, 0, 0, 0
L -766.2, 20.9, 400.9, -740.2, -6.3, 400.9, 0, 0, 0
L -740.2, -6.3, 400.9, -708.7, 21.4, 400.9, 0, 0, 0
L -972.3, -203.3, 400.9, -947.8, -165.5, 400.9, 0, 0, 0
L -947.8, -165.5, 400.9, -916.4, -189.8, 400.9, 0, 0, 0
L -916.4, -189.8, 400.9, -940.9, -223.9, 400.9, 0, 0, 0
L -940.9, -223.9, 400.9, -972.3, -203.3, 400.9, 0, 0, 0
L -1100.9, -431.7, 400.4, -1064.4, -447.5, 400.9, 0, 0, 0
L -1064.4, -447.5, 400.9, -1079.7, -486.6, 400.7, 0, 0, 0
L -1079.7, -486.6, 400.5, -1115.6, -474.3, 398.5, 0, 0, 0
L -1115.6, -474.3, 398.4, -1100.9, -431.7, 400.3, 0, 0, 0
L -1140.5, -733.9, 400.2, -1179.7, -726.8, 398.7, 0, 0, 0
L -1179.7, -726.8, 399.1, -1183.9, -771.6, 400.8, 0, 0, 0
L -1183.9, -771.6, 400.8, -1146.5, -775.4, 400.8, 0, 0, 0
L -1146.5, -775.4, 400.8, -1140.5, -733.9, 400.8, 0, 0, 0
L -1149.2, 870.3, 402.9, -1144.8, 875.6, 402.9, 0, 0, 0
L -1144.8, 875.6, 402.9, -1138.3, 877.9, 402.9, 0, 0, 0
L -1138.3, 877.9, 402.8, -1131.5, 876.7, 402.8, 0, 0, 0
L -1131.5, 876.7, 402.8, -1126.3, 872.3, 402.7, 0, 0, 0
L -1126.3, 872.3, 402.7, -1123.9, 865.9, 402.7, 0, 0, 0
L -1123.9, 865.9, 402.6, -1125.1, 859.1, 402.6, 0, 0, 0
L -1125.1, 859.1, 402.6, -1129.5, 853.9, 402.6, 0, 0, 0
L -1129.5, 853.9, 402.6, -1136.0, 851.5, 402.6, 0, 0, 0
L -1136.0, 851.5, 402.7, -1142.8, 852.7, 402.7, 0, 0, 0
