L -1244.0000, 1074.0000, -575.0000,  -1277.7000, 1039.2000, -574.0000,  0, 0, 0
L -1221.0000, 1096.0000, -575.0000,  -1244.0000, 1074.0000, -575.0000,  0, 0, 0
L -1220.0000, 1096.0000, -575.0000,  -1221.0000, 1096.0000, -575.0000,  0, 0, 0
L -1191.0000, 1120.0000, -570.0000,  -1220.0000, 1096.0000, -575.0000,  0, 0, 0
L -1181.0000, 1127.0000, -567.0000,  -1191.0000, 1120.0000, -570.0000,  0, 0, 0
L -1096.0000, 1185.0000, -535.0000,  -1181.0000, 1127.0000, -567.0000,  0, 0, 0
L -1088.0000, 1190.0000, -532.0000,  -1096.0000, 1185.0000, -535.0000,  0, 0, 0
L -1071.0000, 1201.0000, -524.0000,  -1088.0000, 1190.0000, -532.0000,  0, 0, 0
L -1070.0000, 1201.0000, -523.0000,  -1071.0000, 1201.0000, -524.0000,  0, 0, 0
L -1061.0000, 1207.0000, -520.0000,  -1070.0000, 1201.0000, -523.0000,  0, 0, 0
L -1038.0000, 1223.0000, -509.0000,  -1061.0000, 1207.0000, -520.0000,  0, 0, 0
L -1037.0000, 1224.0000, -508.0000,  -1038.0000, 1223.0000, -509.0000,  0, 0, 0
L -1035.0000, 1225.0000, -508.0000,  -1037.0000, 1224.0000, -508.0000,  0, 0, 0
L -1027.0000, 1229.0000, -504.0000,  -1035.0000, 1225.0000, -508.0000,  0, 0, 0
L -1025.0000, 1229.0000, -504.0000,  -1027.0000, 1229.0000, -504.0000,  0, 0, 0
L -1016.0000, 1232.0000, -500.0000,  -1025.0000, 1229.0000, -504.0000,  0, 0, 0
L -1007.0000, 1235.0000, -495.0000,  -1016.0000, 1232.0000, -500.0000,  0, 0, 0
L -1005.0000, 1236.0000, -495.0000,  -1007.0000, 1235.0000, -495.0000,  0, 0, 0
L -1003.0000, 1236.0000, -494.0000,  -1005.0000, 1236.0000, -495.0000,  0, 0, 0
L -1000.0000, 1238.0000, -493.0000,  -1003.0000, 1236.0000, -494.0000,  0, 0, 0
L -992.0000, 1242.0000, -490.0000,  -1000.0000, 1238.0000, -493.0000,  0, 0, 0
L -982.0000, 1247.0000, -489.0000,  -992.0000, 1242.0000, -490.0000,  0, 0, 0
L -980.0000, 1248.0000, -488.0000,  -982.0000, 1247.0000, -489.0000,  0, 0, 0
