L -70.0000, -131.0000, -17.0000,  -75.0000, -130.0000, -17.0000,  0, 0, 0
L -59.0000, -132.0000, -15.0000,  -70.0000, -131.0000, -17.0000,  0, 0, 0
L -49.0000, -132.0000, -17.0000,  -59.0000, -132.0000, -15.0000,  0, 0, 0
L -46.0000, -131.0000, -16.0000,  -49.0000, -132.0000, -17.0000,  0, 0, 0
L -41.0000, -130.0000, -16.0000,  -46.0000, -131.0000, -16.0000,  0, 0, 0
L -42.0000, -122.0000, -17.0000,  -41.0000, -130.0000, -16.0000,  0, 0, 0
L -44.0000, -116.0000, -14.0000,  -42.0000, -122.0000, -17.0000,  0, 0, 0
L -42.0000, -111.0000, -11.0000,  -44.0000, -116.0000, -14.0000,  0, 0, 0
L -42.0000, -107.0000, -10.0000,  -42.0000, -111.0000, -11.0000,  0, 0, 0
L -43.0000, -106.0000, -11.0000,  -42.0000, -107.0000, -10.0000,  0, 0, 0
L -38.0000, -101.0000, -11.0000,  -43.0000, -106.0000, -11.0000,  0, 0, 0
L -39.0000, -91.0000, -10.0000,  -38.0000, -101.0000, -11.0000,  0, 0, 0
L -23.0000, -103.0000, -10.0000,  -24.6000, -89.2000, -10.0000,  0, 0, 0
L -22.0000, -121.0000, -17.0000,  -23.0000, -103.0000, -10.0000,  0, 0, 0
L -21.0000, -134.0000, -16.0000,  -22.0000, -121.0000, -17.0000,  0, 0, 0
L -22.0000, -146.0000, -16.0000,  -21.0000, -134.0000, -16.0000,  0, 0, 0
L -34.0000, -149.0000, -17.0000,  -22.0000, -146.0000, -16.0000,  0, 0, 0
L -49.0000, -148.0000, -16.0000,  -34.0000, -149.0000, -17.0000,  0, 0, 0
L -59.0000, -146.0000, -15.0000,  -49.0000, -148.0000, -16.0000,  0, 0, 0
L -64.0000, -148.0000, -17.0000,  -59.0000, -146.0000, -15.0000,  0, 0, 0
L -67.0000, -148.0000, -17.0000,  -64.0000, -148.0000, -17.0000,  0, 0, 0
L -151.0000, -592.0000, -17.0000,  -154.0000, -588.0000, -17.0000,  0, 0, 0
L -820.0000, -755.3000, -5.4000,  -818.8000, -725.0000, -5.4000,  0, 0, 0
L -816.0000, -719.7000, -6.1000,  -818.5000, -717.6000, -5.2000,  0, 0, 0
L -816.3000, -656.5000, -5.3000,  -814.2000, -654.9000, -5.0000,  0, 0, 0
L -814.2000, -654.9000, -5.0000,  -811.7000, -654.8000, -5.0000,  0, 0, 0
L -818.5000, -713.0000, -5.3000,  -815.9000, -711.5000, -5.0000,  0, 0, 0
L -818.5000, -717.6000, -5.2000,  -818.5000, -713.0000, -5.3000,  0, 0, 0
L -809.8000, -755.9000, -0.1000,  -820.0000, -755.3000, -5.4000,  0, 0, 0
L -813.0000, -711.7000, -5.0000,  -811.0000, -663.0000, -5.0000,  0, 0, 0
L -811.7000, -654.8000, -5.0000,  -849.0000, -614.4000, -5.0000,  0, 0, 0
L -816.6000, -661.1000, -5.4000,  -816.3000, -656.5000, -5.3000,  0, 0, 0
L -852.4000, -614.2000, -5.0000,  -854.9000, -611.9000, -6.0000,  0, 0, 0
L -815.9000, -711.5000, -5.0000,  -813.0000, -711.7000, -5.0000,  0, 0, 0
